cycle,branch,type,matchup,forecastdate,state,startdate,enddate,pollster,grade,samplesize,population,poll_wt,rawpoll_clinton,rawpoll_trump,rawpoll_johnson,rawpoll_mcmullin,adjpoll_clinton,adjpoll_trump,adjpoll_johnson,adjpoll_mcmullin,multiversions,url,poll_id,question_id,createddate,timestamp
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"Kentucky",9/23/2016,10/6/2016,"Ipsos","A-",370,"lv",.0456571,37.27,57.06,,,36.36964,55.80627,,,"","http://www.reuters.com/statesofthenation/",46647,72941,10/10/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"Iowa",10/17/2016,10/25/2016,"SurveyMonkey","C-",1229,"lv",.0452683,40,44,9,,39.09481,43.27264,6.087867,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47488,74280,10/26/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"Delaware",9/23/2016,10/13/2016,"Ipsos","A-",135,"lv",.045234,46.96,39.29,,,45.7402,38.06398,,,"","http://reuters.com/statesofthenation/",46823,73269,10/15/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"U.S.",10/5/2016,10/6/2016,"Morning Consult","",1775,"lv",.0450732,41,39,9,,43.26204,41.56308,6.009466,,"","http://projects.fivethirtyeight.com/polls/20161009_National_1.pdf",46573,72861,10/9/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"U.S.",7/5/2016,7/9/2016,"Marist College","A",1053,"rv",.044769,40,35,10,,42.76728,39.52838,5.450029,,"","http://www.kentucky.com/news/politics-government/article89192652.html",44569,67909,7/13/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"Indiana",7/20/2016,7/21/2016,"Tarrance Group","B",503,"rv",.0443711,36,50,,,36.62173,49.41586,,,"","http://www.slideshare.net/AbdulHakimShabazz/brooks-v-gregg",44693,68290,7/27/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"Massachusetts",8/9/2016,9/1/2016,"SurveyMonkey","C-",1167,"rv",.0439102,48,29,11,,51.47038,31.9148,4.74675,,"","https://www.washingtonpost.com/politics/a-new-50-state-poll-shows-exactly-why-clinton-holds-the-advantage-over-trump/2016/09/05/13458832-7152-11e6-9705-23e51a2f424d_story.html",45363,70569,9/6/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"Louisiana",9/23/2016,10/13/2016,"Ipsos","A-",473,"lv",.0438798,35.98,49.16,,,35.60514,48.79744,,,"","http://reuters.com/statesofthenation/",46832,73278,10/15/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"Illinois",10/17/2016,10/25/2016,"SurveyMonkey","C-",1091,"lv",.0438216,52,34,8,,51.09282,33.21945,5.087867,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47486,74278,10/26/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"Vermont",7/11/2016,7/23/2016,"Castleton University","B+",637,"lv",.0435588,39,17,5,,44.24621,21.1477,3.46824,,"","http://digital.vpr.net/post/vpr-poll-issues-races-and-full-results#vpr-poll-jul2016-files-downloads",44700,68298,7/28/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"U.S.",10/18/2016,10/24/2016,"USC Dornsife/LA Times","",3104,"lv",.0434511,44.97,44.07,,,45.90303,40.80956,,,"","http://latimes.com/politics/",47320,74038,10/25/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"New Mexico",9/23/2016,10/13/2016,"Ipsos","A-",157,"lv",.0432642,43.87,36.38,,,39.19339,31.68791,,,"","http://reuters.com/statesofthenation/",46845,73291,10/15/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"U.S.",10/2/2016,10/4/2016,"Rasmussen Reports/Pulse Opinion Research","C+",1500,"lv",.0430817,41,42,8,,42.89672,42.82763,6.17666,,"","http://www.rasmussenreports.com/public_content/politics/elections/election_2016/white_house_watch_oct05",46510,72708,10/5/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"Missouri",9/23/2016,10/6/2016,"Ipsos","A-",478,"lv",.042914,37.05,48.7,,,36.20102,47.50081,,,"","http://www.reuters.com/statesofthenation/",46655,72949,10/10/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"Kentucky",10/10/2016,10/14/2016,"Google Consumer Surveys","B",328,"lv",.0428706,29.49,41.89,7.64,,34.90978,48.31178,5.919166,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46973,73462,10/17/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"U.S.",10/13/2016,10/19/2016,"CVOTER International","C+",1360,"lv",.0428279,50.27,45.57,,,47.6543,41.69606,,,"","http://www.upi.com/Top_News/US/2016/10/24/UPICVoter-poll-Hillary-Clintons-lead-over-Donald-Trump-narrows-to-307-points/7031477307768/?spt=sec&or=tn",47242,73929,10/24/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"U.S.",10/17/2016,10/19/2016,"Rasmussen Reports/Pulse Opinion Research","C+",1500,"lv",.0425207,40,43,6,,40.75747,43.72866,5.248917,,"","http://www.rasmussenreports.com/public_content/politics/elections/election_2016/white_house_watch_oct20",47091,73708,10/20/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"U.S.",10/20/2016,10/22/2016,"The Times-Picayune/Lucid","",2593,"lv",.0423577,43,37,7,,43.18734,39.32369,5.524093,,"","https://luc.id/2016-presidential-tracker/",47257,73957,10/24/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"Maryland",9/23/2016,10/6/2016,"Ipsos","A-",508,"lv",.041941,53.07,31.74,,,52.77411,31.09842,,,"","http://www.reuters.com/statesofthenation/",46650,72944,10/10/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"Wisconsin",10/17/2016,10/25/2016,"SurveyMonkey","C-",1351,"lv",.0419216,43,41,10,,42.09425,40.25753,7.087867,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47522,74314,10/26/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"New Hampshire",9/23/2016,10/13/2016,"Ipsos","A-",184,"lv",.0418055,46.23,41.64,,,44.36427,39.73072,,,"","http://reuters.com/statesofthenation/",46843,73289,10/15/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"U.S.",7/21/2016,7/24/2016,"University of Delaware","",818,"rv",.041702,46,42,,,46.71542,43.50153,,,"","https://www.cpc.udel.edu/content-sub-site/Documents/UD%20CPC%20%20RNC%20poll%20July%2025%20release-cpa.pdf",44680,68232,7/25/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"Alabama",9/23/2016,10/6/2016,"Ipsos","A-",353,"lv",.041519,36.51,56.76,,,35.85762,55.81371,,,"","http://www.reuters.com/statesofthenation/",46633,72927,10/10/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"District of Columbia",10/4/2016,10/9/2016,"Google Consumer Surveys","B",61,"lv",.0414209,57.9,15.1,4.88,,63.94622,21.74869,2.823424,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46693,72997,10/10/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"Iowa",7/13/2016,7/15/2016,"YouGov","B",998,"lv",.0413638,39,40,3,,42.09399,41.38688,2.011316,,"","https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/7gcuxp09db/ForRelease_IA_20160717.pdf",44609,68015,7/17/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"Missouri",9/26/2016,9/27/2016,"Remington","",1279,"lv",.0411472,39,49,5,,40.4962,47.7229,3.662537,,"","http://themissouritimes.com/34112/poll-koster-lead-increases-trump-10-points/",46228,72287,9/28/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"New Hampshire",10/4/2016,10/9/2016,"Google Consumer Surveys","B",76,"lv",.0411274,56.62,17.43,14.35,,62.6429,24.04852,12.29342,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46716,73020,10/10/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"Montana",10/4/2016,10/9/2016,"Google Consumer Surveys","B",158,"lv",.0409674,32.1,40.84,4.07,,38.01791,47.3226,2.013424,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46712,73016,10/10/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"U.S.",10/5/2016,10/9/2016,"Ipsos","A-",1131,"lv",.0409191,41.5,37.6,6.4,,42.15388,38.69884,5.31367,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",46748,73098,10/11/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"U.S.",10/19/2016,10/23/2016,"Rasmussen Reports/Pulse Opinion Research","C+",1500,"lv",.0408926,41,43,5,,41.64417,43.48009,4.559869,,"","http://www.rasmussenreports.com/public_content/politics/elections/election_2016/white_house_watch_oct24",47247,73935,10/24/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"Iowa",10/10/2016,10/14/2016,"Google Consumer Surveys","B",359,"lv",.0405318,32.59,35.59,7.18,,38.04918,42.11254,5.459166,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46968,73457,10/17/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"Washington",9/16/2016,9/29/2016,"Ipsos","A-",496,"lv",.0405212,48.94,35.28,,,48.66048,33.68185,,,"","http://www.reuters.com/statesofthenation/",46378,72506,10/3/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"California",6/8/2016,7/2/2016,"Field Research Corporation (Field Poll)","A+",495,"lv",.0404583,50,26,10,,52.18464,27.86445,6.435592,,"","http://www.sacbee.com/news/politics-government/capitol-alert/article88085407.html",44512,67760,7/7/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"Mississippi",8/9/2016,9/1/2016,"SurveyMonkey","C-",823,"rv",.0403801,43,46,4,,45.5449,48.17072,-2.25325,,"","https://www.washingtonpost.com/politics/a-new-50-state-poll-shows-exactly-why-clinton-holds-the-advantage-over-trump/2016/09/05/13458832-7152-11e6-9705-23e51a2f424d_story.html",45366,70572,9/6/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"Alabama",10/10/2016,10/14/2016,"Google Consumer Surveys","B",373,"lv",.0402798,19.61,54.78,4.88,,24.97826,61.07003,3.159166,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46957,73446,10/17/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"U.S.",9/27/2016,10/1/2016,"Ipsos","A-",2259,"lv",.0402478,41,37.6,6.9,,42.42433,38.52753,5.299809,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",46454,72640,10/4/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"Connecticut",10/10/2016,10/14/2016,"Google Consumer Surveys","B",262,"lv",.0402082,48.96,27.69,4.65,,54.4293,34.23844,2.929166,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46962,73451,10/17/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"Florida",8/14/2016,8/18/2016,"Saint Leo University","C+",1380,"lv",.0400942,51.7,37.7,8.3,,52.73807,42.42604,4.234897,,"","http://polls.saintleo.edu/survey-florida-looks-like-it-will-support-clinton-for-president/",44919,68907,8/23/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"Vermont",8/9/2016,9/1/2016,"SurveyMonkey","C-",550,"rv",.0400241,45,24,11,,48.33538,26.80627,4.74675,,"","https://www.washingtonpost.com/politics/a-new-50-state-poll-shows-exactly-why-clinton-holds-the-advantage-over-trump/2016/09/05/13458832-7152-11e6-9705-23e51a2f424d_story.html",45387,70593,9/6/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"Pennsylvania",7/25/2016,7/27/2016,"Suffolk University","B+",500,"lv",.0396665,46,37,5,,48.56771,39.05838,3.596715,,"","http://www.suffolk.edu/documents/SUPRC/7_28_2016_tables.pdf",44704,68303,7/28/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"Virginia",7/26/2016,7/27/2016,"RABA Research","C+",655,"rv",.0395885,42,46,,,44.16149,48.38197,,,"","http://www.rabaresearch.com/documents/RABA-Virginia-Survey-Results-July-2016.pdf",44714,68358,7/30/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"Connecticut",6/1/2016,6/5/2016,"Quinnipiac University","A-",1330,"rv",.0393771,41,36,6,,45.63357,39.22117,2.145653,,"","https://www.qu.edu/images/polling/ct/ct06072016_Cvf63kbw.pdf",44205,67623,6/30/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"Kansas",10/17/2016,10/25/2016,"SurveyMonkey","C-",1688,"lv",.0393226,36,48,11,,35.09414,47.25468,8.087867,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47489,74281,10/26/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"South Dakota",9/23/2016,10/13/2016,"Ipsos","A-",105,"lv",.0391857,34.02,48.01,,,32.26757,46.23979,,,"","http://reuters.com/statesofthenation/",46854,73300,10/15/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"Wisconsin",9/23/2016,10/6/2016,"Ipsos","A-",687,"lv",.0390971,45.72,42.28,,,45.0027,41.17497,,,"","http://www.reuters.com/statesofthenation/",46678,72972,10/10/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"Maryland",8/9/2016,9/1/2016,"SurveyMonkey","C-",1199,"rv",.0390584,54,27,9,,56.85183,29.41749,2.74675,,"","https://www.washingtonpost.com/politics/a-new-50-state-poll-shows-exactly-why-clinton-holds-the-advantage-over-trump/2016/09/05/13458832-7152-11e6-9705-23e51a2f424d_story.html",45362,70568,9/6/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"Maryland",10/10/2016,10/14/2016,"Google Consumer Surveys","B",349,"lv",.0389583,47.49,24.96,7.85,,52.90314,31.36479,6.129166,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46976,73465,10/17/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"Washington",6/15/2016,6/20/2016,"American Strategies","",804,"lv",.0389476,48,36,,,48.12851,35.07479,,,"","https://storify.com/abulsme/realtor-poll-info-from-jim-brunner",44487,67626,6/30/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"Indiana",9/23/2016,10/6/2016,"Ipsos","A-",430,"lv",.0389302,37.21,50.31,,,35.22098,47.9772,,,"","http://www.reuters.com/statesofthenation/",46644,72938,10/10/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"Colorado",10/17/2016,10/25/2016,"SurveyMonkey","C-",1595,"lv",.0385833,44,38,12,,43.09482,37.27287,9.087867,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47478,74270,10/26/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"Arizona",10/17/2016,10/25/2016,"SurveyMonkey","C-",1550,"lv",.0385129,41,42,12,,40.09378,41.24496,9.087867,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47475,74267,10/26/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"U.S.",10/10/2016,10/14/2016,"Google Consumer Surveys","B",19900,"lv",.0382021,38.29,33.32,7.01,,43.72098,39.77042,5.289166,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46955,73444,10/17/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"Rhode Island",10/4/2016,10/9/2016,"Google Consumer Surveys","B",51,"lv",.0381511,52.2,25.04,3.7,,58.24545,31.6877,1.643424,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46725,73029,10/10/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"New York",10/17/2016,10/25/2016,"SurveyMonkey","C-",1169,"lv",.038132,58,31,5,,57.09349,30.23717,2.087867,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47505,74297,10/26/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"Hawaii",10/4/2016,10/9/2016,"Google Consumer Surveys","B",67,"lv",.0380631,49.42,29.17,13.99,,55.38345,35.71155,11.93342,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46697,73001,10/10/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"Tennessee",9/23/2016,10/6/2016,"Ipsos","A-",557,"lv",.0379912,33.86,48.57,,,33.3266,47.68584,,,"","http://www.reuters.com/statesofthenation/",46671,72965,10/10/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"Oregon",9/23/2016,10/6/2016,"Ipsos","A-",483,"lv",.0379121,51.33,36,,,50.59118,34.85505,,,"","http://www.reuters.com/statesofthenation/",46667,72961,10/10/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"Washington",8/9/2016,9/1/2016,"SurveyMonkey","C-",722,"rv",.037749,41,31,16,,44.1688,33.67234,9.74675,,"","https://www.washingtonpost.com/politics/a-new-50-state-poll-shows-exactly-why-clinton-holds-the-advantage-over-trump/2016/09/05/13458832-7152-11e6-9705-23e51a2f424d_story.html",45389,70595,9/6/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"Massachusetts",10/10/2016,10/14/2016,"Google Consumer Surveys","B",421,"lv",.0376702,52.83,18.93,5.1,,58.35733,25.62683,3.379166,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46975,73464,10/17/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"Nevada",7/7/2016,7/10/2016,"Monmouth University","A+",408,"lv",.0376463,45,41,5,,46.88089,42.65435,2.868928,,"","http://www.politico.com/blogs/swing-states-2016-election/2016/07/poll-nevada-clinton-trump-225367",44538,67816,7/11/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"U.S.",10/4/2016,10/8/2016,"Ipsos","A-",1130,"lv",.0376356,42.3,38.1,6.7,,43.04862,39.18386,5.552336,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",46749,73099,10/11/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"Virginia",8/2/2016,8/5/2016,"YouGov","B",1181,"lv",.0370769,49,37,7,,51.1251,38.28711,5.853888,,"","https://today.yougov.com/news/2016/08/07/cbs-battleground-tracker-arizona-nevada-virginia/",44786,68580,8/7/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"Wisconsin",8/25/2016,8/28/2016,"Marquette University","A",650,"lv",.0369762,41,38,10,,43.50504,40.00595,5.80053,,"","https://law.marquette.edu/poll/2016/08/31/new-marquette-law-school-poll-finds-clinton-edge-over-trump-narrowing-to-pre-convention-levels-among-wisconsin-voters/",45245,69559,8/31/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"Washington",10/10/2016,10/14/2016,"Google Consumer Surveys","B",571,"lv",.0369427,43.16,26.71,6.97,,48.63165,33.26444,5.249166,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",47003,73492,10/17/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"Kansas",8/3/2016,8/7/2016,"SurveyUSA","A",566,"lv",.0369346,39,44,8,,40.23137,44.8779,5.815454,,"","http://www.surveyusa.com/client/PollReport.aspx?g=048dcf9b-7e4e-4ca3-8da6-f0f3b7662e73",44813,68642,8/9/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"U.S.",10/12/2016,10/18/2016,"CVOTER International","C+",1344,"lv",.0368377,49.63,46.26,,,47.02949,42.40107,,,"","http://www.upi.com/Top_News/US/2016/10/24/UPICVoter-poll-Hillary-Clintons-lead-over-Donald-Trump-narrows-to-307-points/7031477307768/?spt=sec&or=tn",47241,73928,10/24/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"Oregon",10/10/2016,10/14/2016,"Google Consumer Surveys","B",358,"lv",.0367537,43.67,24.5,6.62,,49.13551,31.03873,4.899166,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46993,73482,10/17/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"Georgia",10/10/2016,10/14/2016,"Google Consumer Surveys","B",489,"lv",.0366043,30.22,41.25,8.09,,35.59679,47.56185,6.369166,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46966,73455,10/17/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"Michigan",10/11/2016,10/11/2016,"Mitchell Research & Communications","D",1429,"lv",.0364932,47,37,7,,46.24913,37.33834,5.86119,,"","http://www.realclearpolitics.com/docs/2016/FOX_2_Detroit-Mitchell_Poll_of_MI_Press_Clinton_v_Trump_10-12-16_A.pdf",46786,73163,10/13/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"Colorado",9/23/2016,10/6/2016,"Ipsos","A-",552,"lv",.0362802,44.77,44.86,,,43.09953,42.79054,,,"","http://www.reuters.com/statesofthenation/",46637,72931,10/10/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"Nevada",8/2/2016,8/5/2016,"YouGov","B",993,"lv",.0360687,43,41,4,,45.21324,42.36866,2.853888,,"","https://today.yougov.com/news/2016/08/07/cbs-battleground-tracker-arizona-nevada-virginia/",44785,68579,8/7/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"Minnesota",9/23/2016,10/6/2016,"Ipsos","A-",645,"lv",.0358565,42.03,37.57,,,41.17283,36.32132,,,"","http://www.reuters.com/statesofthenation/",46653,72947,10/10/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"Washington",6/14/2016,6/15/2016,"Public Policy Polling","B+",679,"lv",.0358436,49,37,,,48.84783,36.20295,,,"","https://www.nwprogressive.org/files/polling/JUN16-WA-Clinton-vs-Trump-Survey-Results.pdf",44360,67243,6/18/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"Massachusetts",9/23/2016,10/6/2016,"Ipsos","A-",671,"lv",.0356702,48.99,29.85,,,48.31709,28.69963,,,"","http://www.reuters.com/statesofthenation/",46651,72945,10/10/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"Maine",9/16/2016,10/6/2016,"Ipsos","A-",266,"lv",.0355034,45.94,33.06,,,44.91825,31.02324,,,"","http://www.reuters.com/statesofthenation/",46649,72943,10/10/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"U.S.",9/26/2016,9/30/2016,"Ipsos","A-",2224,"lv",.0354494,40.3,37.9,6.7,,41.82337,38.79974,5.04312,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",46455,72641,10/4/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"North Dakota",10/4/2016,10/9/2016,"Google Consumer Surveys","B",58,"lv",.0353332,13.34,63.29,7.37,,19.29252,69.81739,5.313423,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS",46714,73018,10/10/16,"14:44:07 28 Oct 2016"
2016,"President","polls-only","Clinton vs. Trump vs. Johnson",10/28/16,"North Carolina",10/17/2016,10/25/2016,"SurveyMonkey","C-",1825,"lv",.0351828,47,43,7,,46.0911,42.1735,4.087867,,"","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus",47506,74298,10/26/16,"14:44:07 28 Oct 2016"
